Id,SalePrice
1461,110000
1462,140000
1463,173000
1464,173000
1465,180000
1466,178000
1467,140000
1468,178000
1469,180000
1470,135000
1471,180000
1472,100000
1473,135000
1474,140000
1475,140000
1476,290000
1477,230000
1478,230000
1479,230000
1480,290000
1481,290000
1482,180000
1483,180000
1484,180000
1485,180000
1486,180000
1487,290000
1488,230000
1489,190000
1490,190000
1491,180000
1492,100000
1493,180000
1494,290000
1495,290000
1496,190000
1497,230000
1498,151000
1499,151000
1500,151000
1501,178000
1502,151000
1503,230000
1504,230000
1505,190000
1506,190000
1507,200000
1508,190000
1509,140000
1510,155000
1511,140000
1512,135000
1513,140000
1514,143000
1515,135000
1516,140000
1517,140000
1518,135000
1519,190000
1520,140000
1521,140000
1522,140000
1523,100000
1524,140000
1525,135000
1526,100000
1527,135000
1528,140000
1529,140000
1530,140000
1531,135000
1532,100000
1533,135000
1534,140000
1535,135000
1536,135000
1537,110000
1538,140000
1539,140000
1540,135000
1541,140000
1542,135000
1543,140000
1544,100000
1545,100000
1546,140000
1547,135000
1548,140000
1549,135000
1550,135000
1551,140000
1552,135000
1553,140000
1554,140000
1555,143000
1556,135000
1557,135000
1558,100000
1559,135000
1560,135000
1561,143000
1562,130000
1563,110000
1564,190000
1565,140000
1566,190000
1567,110000
1568,200000
1569,135000
1570,140000
1571,140000
1572,140000
1573,190000
1574,135000
1575,190000
1576,230000
1577,190000
1578,140000
1579,147000
1580,180000
1581,130000
1582,110000
1583,290000
1584,230000
1585,140000
1586,100000
1587,135000
1588,140000
1589,140000
1590,140000
1591,100000
1592,135000
1593,140000
1594,135000
1595,135000
1596,140000
1597,135000
1598,173000
1599,140000
1600,180000
1601,100000
1602,140000
1603,100000
1604,230000
1605,290000
1606,140000
1607,190000
1608,230000
1609,180000
1610,178000
1611,140000
1612,190000
1613,175000
1614,110000
1615,100000
1616,100000
1617,100000
1618,130000
1619,140000
1620,190000
1621,140000
1622,135000
1623,230000
1624,200000
1625,140000
1626,190000
1627,173000
1628,290000
1629,180000
1630,240000
1631,180000
1632,230000
1633,180000
1634,173000
1635,178000
1636,140000
1637,135000
1638,190000
1639,190000
1640,180000
1641,180000
1642,230000
1643,230000
1644,230000
1645,190000
1646,140000
1647,140000
1648,140000
1649,139000
1650,135000
1651,147000
1652,100000
1653,100000
1654,140000
1655,140000
1656,140000
1657,140000
1658,140000
1659,140000
1660,140000
1661,290000
1662,290000
1663,290000
1664,290000
1665,230000
1666,230000
1667,290000
1668,290000
1669,230000
1670,230000
1671,230000
1672,290000
1673,290000
1674,230000
1675,180000
1676,190000
1677,180000
1678,290000
1679,290000
1680,230000
1681,190000
1682,230000
1683,180000
1684,180000
1685,178000
1686,180000
1687,180000
1688,173000
1689,180000
1690,180000
1691,180000
1692,290000
1693,180000
1694,178000
1695,180000
1696,290000
1697,180000
1698,290000
1699,290000
1700,230000
1701,290000
1702,230000
1703,230000
1704,230000
1705,180000
1706,290000
1707,190000
1708,190000
1709,230000
1710,190000
1711,290000
1712,230000
1713,230000
1714,190000
1715,173000
1716,140000
1717,140000
1718,140000
1719,180000
1720,230000
1721,140000
1722,140000
1723,140000
1724,230000
1725,230000
1726,178000
1727,180000
1728,178000
1729,178000
1730,140000
1731,135000
1732,110000
1733,110000
1734,139000
1735,130000
1736,130000
1737,190000
1738,230000
1739,290000
1740,200000
1741,140000
1742,178000
1743,178000
1744,190000
1745,190000
1746,190000
1747,190000
1748,145000
1749,135000
1750,140000
1751,140000
1752,110000
1753,190000
1754,190000
1755,140000
1756,110000
1757,110000
1758,135000
1759,135000
1760,140000
1761,140000
1762,135000
1763,140000
1764,135000
1765,190000
1766,190000
1767,190000
1768,135000
1769,140000
1770,140000
1771,140000
1772,135000
1773,135000
1774,190000
1775,140000
1776,140000
1777,100000
1778,135000
1779,140000
1780,140000
1781,135000
1782,110000
1783,135000
1784,135000
1785,135000
1786,190000
1787,140000
1788,100000
1789,110000
1790,100000
1791,145000
1792,140000
1793,140000
1794,140000
1795,140000
1796,140000
1797,140000
1798,135000
1799,100000
1800,140000
1801,135000
1802,140000
1803,140000
1804,135000
1805,140000
1806,140000
1807,140000
1808,135000
1809,135000
1810,140000
1811,135000
1812,135000
1813,135000
1814,100000
1815,100000
1816,100000
1817,135000
1818,140000
1819,140000
1820,100000
1821,140000
1822,140000
1823,100000
1824,140000
1825,135000
1826,135000
1827,100000
1828,135000
1829,135000
1830,140000
1831,140000
1832,135000
1833,140000
1834,140000
1835,140000
1836,140000
1837,100000
1838,140000
1839,100000
1840,140000
1841,140000
1842,135000
1843,135000
1844,140000
1845,140000
1846,140000
1847,140000
1848,100000
1849,140000
1850,125000
1851,140000
1852,125000
1853,140000
1854,140000
1855,140000
1856,189000
1857,140000
1858,135000
1859,140000
1860,140000
1861,140000
1862,290000
1863,290000
1864,290000
1865,230000
1866,290000
1867,230000
1868,230000
1869,190000
1870,230000
1871,230000
1872,178000
1873,180000
1874,140000
1875,190000
1876,200000
1877,190000
1878,190000
1879,125000
1880,140000
1881,230000
1882,290000
1883,230000
1884,230000
1885,180000
1886,230000
1887,180000
1888,230000
1889,178000
1890,135000
1891,140000
1892,110000
1893,135000
1894,143000
1895,143000
1896,135000
1897,135000
1898,140000
1899,140000
1900,140000
1901,140000
1902,140000
1903,140000
1904,140000
1905,140000
1906,135000
1907,190000
1908,140000
1909,140000
1910,140000
1911,140000
1912,190000
1913,135000
1914,100000
1915,230000
1916,100000
1917,230000
1918,125000
1919,140000
1920,175000
1921,290000
1922,230000
1923,200000
1924,190000
1925,200000
1926,230000
1927,135000
1928,135000
1929,110000
1930,140000
1931,140000
1932,140000
1933,135000
1934,173000
1935,178000
1936,173000
1937,173000
1938,180000
1939,190000
1940,180000
1941,173000
1942,178000
1943,180000
1944,290000
1945,230000
1946,140000
1947,230000
1948,190000
1949,190000
1950,180000
1951,190000
1952,190000
1953,140000
1954,180000
1955,135000
1956,190000
1957,180000
1958,290000
1959,135000
1960,110000
1961,135000
1962,100000
1963,140000
1964,135000
1965,140000
1966,140000
1967,230000
1968,290000
1969,230000
1970,290000
1971,290000
1972,290000
1973,290000
1974,290000
1975,290000
1976,230000
1977,290000
1978,290000
1979,230000
1980,180000
1981,230000
1982,180000
1983,180000
1984,173000
1985,230000
1986,230000
1987,180000
1988,178000
1989,180000
1990,180000
1991,180000
1992,230000
1993,180000
1994,200000
1995,180000
1996,290000
1997,290000
1998,230000
1999,230000
2000,290000
2001,290000
2002,230000
2003,230000
2004,290000
2005,180000
2006,190000
2007,230000
2008,180000
2009,173000
2010,180000
2011,140000
2012,140000
2013,178000
2014,173000
2015,180000
2016,173000
2017,180000
2018,125000
2019,110000
2020,110000
2021,110000
2022,190000
2023,135000
2024,200000
2025,290000
2026,180000
2027,151000
2028,178000
2029,178000
2030,230000
2031,180000
2032,180000
2033,180000
2034,180000
2035,230000
2036,180000
2037,180000
2038,290000
2039,140000
2040,290000
2041,190000
2042,230000
2043,190000
2044,190000
2045,190000
2046,190000
2047,140000
2048,147000
2049,190000
2050,140000
2051,135000
2052,140000
2053,140000
2054,100000
2055,190000
2056,140000
2057,135000
2058,140000
2059,139000
2060,135000
2061,140000
2062,140000
2063,100000
2064,135000
2065,135000
2066,140000
2067,140000
2068,190000
2069,110000
2070,100000
2071,100000
2072,135000
2073,140000
2074,140000
2075,140000
2076,110000
2077,140000
2078,135000
2079,140000
2080,140000
2081,140000
2082,143000
2083,140000
2084,110000
2085,140000
2086,140000
2087,140000
2088,135000
2089,100000
2090,140000
2091,135000
2092,140000
2093,135000
2094,130000
2095,140000
2096,100000
2097,100000
2098,135000
2099,100000
2100,140000
2101,140000
2102,140000
2103,100000
2104,135000
2105,135000
2106,110000
2107,190000
2108,125000
2109,140000
2110,100000
2111,140000
2112,135000
2113,135000
2114,140000
2115,140000
2116,100000
2117,140000
2118,140000
2119,135000
2120,135000
2121,100000
2122,135000
2123,100000
2124,140000
2125,135000
2126,140000
2127,140000
2128,140000
2129,140000
2130,140000
2131,140000
2132,135000
2133,140000
2134,140000
2135,110000
2136,135000
2137,135000
2138,140000
2139,140000
2140,130000
2141,140000
2142,139000
2143,140000
2144,140000
2145,130000
2146,140000
2147,135000
2148,135000
2149,135000
2150,180000
2151,100000
2152,140000
2153,143000
2154,110000
2155,140000
2156,200000
2157,190000
2158,180000
2159,180000
2160,180000
2161,230000
2162,290000
2163,290000
2164,230000
2165,140000
2166,140000
2167,190000
2168,230000
2169,173000
2170,230000
2171,140000
2172,140000
2173,140000
2174,230000
2175,230000
2176,230000
2177,230000
2178,230000
2179,140000
2180,230000
2181,180000
2182,230000
2183,190000
2184,139000
2185,140000
2186,140000
2187,140000
2188,140000
2189,140000
2190,135000
2191,135000
2192,110000
2193,100000
2194,135000
2195,110000
2196,140000
2197,135000
2198,140000
2199,140000
2200,140000
2201,140000
2202,140000
2203,140000
2204,135000
2205,135000
2206,140000
2207,140000
2208,140000
2209,190000
2210,140000
2211,130000
2212,100000
2213,135000
2214,140000
2215,100000
2216,143000
2217,110000
2218,135000
2219,100000
2220,100000
2221,230000
2222,180000
2223,230000
2224,230000
2225,135000
2226,180000
2227,180000
2228,230000
2229,230000
2230,178000
2231,230000
2232,180000
2233,175000
2234,180000
2235,200000
2236,230000
2237,230000
2238,180000
2239,140000
2240,140000
2241,140000
2242,135000
2243,135000
2244,100000
2245,100000
2246,140000
2247,140000
2248,100000
2249,130000
2250,140000
2251,135000
2252,190000
2253,178000
2254,178000
2255,173000
2256,180000
2257,200000
2258,180000
2259,173000
2260,140000
2261,180000
2262,180000
2263,290000
2264,290000
2265,135000
2266,230000
2267,290000
2268,290000
2269,180000
2270,180000
2271,190000
2272,180000
2273,140000
2274,180000
2275,135000
2276,190000
2277,140000
2278,140000
2279,130000
2280,110000
2281,180000
2282,180000
2283,140000
