Id,SalePrice
1461,124324.8163
1462,147453.458
1463,175143.8156
1464,181311.1388
1465,276220.6335
1466,170272.3485
1467,151192.7897
1468,163228.9335
1469,190404.2024
1470,128535.0531
1471,192787.0643
1472,110057.7034
1473,113357.26
1474,167153.072
1475,168814.7119
1476,309703.4409
1477,307313.1457
1478,308542.864
1479,307343.4537
1480,310280.6633
1481,309703.4409
1482,275454.3607
1483,152992.0527
1484,185048.0694
1485,181729.8003
1486,210574.4727
1487,309703.4409
1488,307313.1457
1489,192464.9237
1490,175152.2358
1491,197124.4786
1492,110306.0161
1493,164797.3415
1494,309172.7432
1495,309749.9655
1496,205467.9162
1497,199737.0204
1498,176890.8763
1499,177635.9384
1500,130298.9018
1501,173893.0488
1502,174956.8813
1503,308530.7898
1504,282456.8122
1505,206368.9842
1506,176939.8452
1507,185359.6831
1508,182490.6107
1509,165326.1365
1510,150094.3087
1511,150191.1284
1512,166730.2034
1513,163909.3415
1514,165796.0703
1515,171932.1757
1516,165542.4727
1517,142254.5077
1518,153584.273
1519,204210.9241
1520,142659.9518
1521,145579.0678
1522,176224.5467
1523,119583.3442
1524,122673.4811
1525,125273.7214
1526,129763.2431
1527,107937.2648
1528,116721.1316
1529,148689.4847
1530,166272.9474
1531,152330.8006
1532,113793.1138
1533,149198.2824
1534,114133.4134
1535,167400.7045
1536,130818.7542
1537,107781.6538
1538,271344.5011
1539,283788.7071
1540,152743.194
1541,155376.8969
1542,164415.6866
1543,231363.512
1544,101506.9725
1545,105185.5664
1546,110958.593
1547,140363.6692
1548,141522.657
1549,109080.7027
1550,155938.8847
1551,131462.5238
1552,157621.6644
1553,157923.7359
1554,108070.9514
1555,168008.4326
1556,102329.3072
1557,145079.3317
1558,103146.6283
1559,149327.5809
1560,168994.8649
1561,165412.1475
1562,123274.0979
1563,122078.1262
1564,154272.6396
1565,150512.1531
1566,205659.7629
1567,105323.3254
1568,185716.9986
1569,156075.8767
1570,113937.237
1571,146992.6732
1572,145221.6061
1573,207729.0065
1574,149288.1899
1575,203298.4959
1576,184683.836
1577,189164.5358
1578,151599.3995
1579,131422.7055
1580,200440.2136
1581,134181.6323
1582,127801.886
1583,310280.6633
1584,228240.7129
1585,131848.5972
1586,102365.3902
1587,110294.8356
1588,145587.0912
1589,107580.2579
1590,140009.8693
1591,118272.995
1592,137659.1348
1593,115479.6444
1594,151180.3322
1595,151396.1959
1596,231143.2006
1597,160404.3878
1598,197601.6325
1599,273708.5551
1600,275368.288
1601,104054.9749
1602,107093.3226
1603,102966.3285
1604,282085.2025
1605,309172.7432
1606,153632.2424
1607,165626.0194
1608,216163.9447
1609,189164.5358
1610,152217.4243
1611,149810.6649
1612,155039.84
1613,152570.2407
1614,124190.4126
1615,110739.9068
1616,110030.7394
1617,111603.0755
1618,124046.8581
1619,126033.1028
1620,158162.2121
1621,129762.9673
1622,153451.8136
1623,284676.9702
1624,184326.5205
1625,124251.9141
1626,172098.5992
1627,182643.824
1628,306183.6009
1629,195711.941
1630,288137.5553
1631,276791.7284
1632,281807.2723
1633,182449.3372
1634,179567.8584
1635,179074.7963
1636,151360.5476
1637,164635.3599
1638,229009.2826
1639,171594.9087
1640,231172.0146
1641,179588.0523
1642,225831.6034
1643,284100.5913
1644,276873.7662
1645,172491.1529
1646,147235.7981
1647,188115.8902
1648,148070.7407
1649,136974.6532
1650,128128.2186
1651,126011.5391
1652,111169.0976
1653,110392.824
1654,169171.8929
1655,180494.468
1656,161882.9468
1657,169545.163
1658,160519.0948
1659,170880.9503
1660,135548.9955
1661,310280.6633
1662,309172.7432
1663,310280.6633
1664,310280.6633
1665,308542.864
1666,309760.5081
1667,306760.8233
1668,309760.5081
1669,308530.7898
1670,309760.5081
1671,228522.8844
1672,310280.6633
1673,309172.7432
1674,307313.1457
1675,156744.2111
1676,154984.3255
1677,191485.562
1678,310280.6633
1679,309619.2937
1680,286919.9112
1681,276413.805
1682,309760.5081
1683,194967.8204
1684,189378.4091
1685,166541.7578
1686,187136.8589
1687,180392.4325
1688,195485.8811
1689,195485.8811
1690,195871.8822
1691,177521.0839
1692,306183.6009
1693,180392.4325
1694,178440.6218
1695,188940.3028
1696,254143.7623
1697,188940.3028
1698,309749.9655
1699,309703.4409
1700,234464.5423
1701,286561.9848
1702,308542.864
1703,308542.864
1704,309760.5081
1705,276791.7284
1706,310280.6633
1707,200575.8611
1708,196122.6489
1709,307313.1457
1710,279714.1929
1711,306713.2793
1712,285114.8932
1713,237276.4946
1714,207788.0012
1715,199818.8309
1716,188545.4413
1717,183247.9837
1718,145137.5447
1719,219259.2735
1720,307313.1457
1721,183970.071
1722,142595.2887
1723,146801.2308
1724,231475.2017
1725,227855.0386
1726,169206.443
1727,153310.799
1728,196671.3277
1729,156246.6055
1730,167373.9364
1731,129788.6305
1732,127528.5983
1733,124651.149
1734,135649.9978
1735,125070.9552
1736,118481.6231
1737,310280.6633
1738,217301.1515
1739,257132.9045
1740,172255.8228
1741,154501.4037
1742,176665.8141
1743,192975.5223
1744,282538.3534
1745,222567.984
1746,283788.7071
1747,233861.0468
1748,171177.0156
1749,151938.8306
1750,146695.8461
1751,230151.3471
1752,123617.6564
1753,156039.4784
1754,232361.992
1755,153523.5259
1756,127634.8271
1757,122187.0894
1758,149834.9531
1759,170272.8555
1760,151425.7655
1761,150836.772
1762,162702.417
1763,176019.1136
1764,119995.8552
1765,175862.7324
1766,171745.0318
1767,180827.0279
1768,141910.8854
1769,187473.2893
1770,132506.4518
1771,144727.8333
1772,145640.0793
1773,143746.4171
1774,154422.9681
1775,138077.8507
1776,117835.9023
1777,105314.8191
1778,133596.5275
1779,117787.3478
1780,195120.3175
1781,139342.8044
1782,111124.8698
1783,114642.5819
1784,102817.5261
1785,130263.5336
1786,158942.8888
1787,198816.4449
1788,100027.4375
1789,105563.3043
1790,103925.0486
1791,164923.3421
1792,152395.3443
1793,139737.3282
1794,130075.3693
1795,142167.5069
1796,116753.0259
1797,117421.4075
1798,133008.6756
1799,110667.4192
1800,120620.3638
1801,139281.6011
1802,158837.4231
1803,164157.9823
1804,130164.3041
1805,135874.7021
1806,121325.0201
1807,176250.4689
1808,113151.7563
1809,137729.5092
1810,159623.6443
1811,149349.1612
1812,134908.1056
1813,115646.8553
1814,111330.1402
1815,101587.0959
1816,100027.4375
1817,148522.7554
1818,160827.2774
1819,108337.9952
1820,100544.1609
1821,146849.2639
1822,158959.8522
1823,100027.4375
1824,150835.1011
1825,153028.4697
1826,103804.1395
1827,113131.0831
1828,152909.7125
1829,131359.1517
1830,162348.4085
1831,225902.4825
1832,152743.194
1833,170429.3314
1834,144989.5422
1835,221982.4054
1836,156858.3315
1837,112605.6452
1838,136923.5983
1839,102365.3902
1840,146931.0643
1841,145363.386
1842,101400.077
1843,138737.2797
1844,123548.2574
1845,152896.7147
1846,146817.8703
1847,155206.5474
1848,100027.4375
1849,136115.6715
1850,137816.3563
1851,161076.3912
1852,139764.4659
1853,136727.3294
1854,181389.3247
1855,131885.5234
1856,230501.8241
1857,159473.9047
1858,156168.6859
1859,151775.7891
1860,150338.13
1861,151775.7891
1862,255862.0846
1863,255862.0846
1864,255862.0846
1865,309760.5081
1866,309760.5081
1867,307313.1457
1868,288137.5553
1869,190969.5538
1870,306713.2793
1871,307313.1457
1872,162669.9894
1873,223058.656
1874,135426.6118
1875,202307.3644
1876,183580.9548
1877,203598.5232
1878,204563.9661
1879,125623.2622
1880,129544.0344
1881,236680.9509
1882,285224.6171
1883,210586.9662
1884,225239.8013
1885,279878.8728
1886,288137.5553
1887,201288.3677
1888,308530.7898
1889,156042.1088
1890,142311.2123
1891,126033.3356
1892,120260.0993
1893,141825.5471
1894,150742.534
1895,165116.5954
1896,108302.6329
1897,114341.6126
1898,105093.886
1899,127279.3773
1900,163726.2153
1901,168378.9447
1902,146050.2517
1903,226876.1487
1904,141524.9543
1905,164549.0258
1906,154137.2224
1907,178300.7706
1908,118855.2738
1909,128192.4732
1910,124812.8006
1911,179606.3382
1912,234774.9286
1913,158953.8337
1914,100027.4375
1915,281125.7581
1916,100027.4375
1917,306183.6009
1918,126261.8524
1919,144424.8022
1920,159249.6706
1921,310280.6633
1922,309760.5081
1923,182740.3414
