Id,SalePrice
1461,129000
1462,127000
1463,231500
1464,181000
1465,180500
1466,178000
1467,147500
1468,177000
1469,180500
1470,120500
1471,151400
1472,83000
1473,112000
1474,179900
1475,108000
1476,198900
1477,233170
1478,281000
1479,283463
1480,437154
1481,285000
1482,202500
1483,176432
1484,160200
1485,180000
1486,219500
1487,283463
1488,275500
1489,198900
1490,145000
1491,175500
1492,67000
1493,165000
1494,280000
1495,260000
1496,259000
1497,183000
1498,151000
1499,151000
1500,124000
1501,176000
1502,151000
1503,252678
1504,268000
1505,207500
1506,200000
1507,150000
1508,107000
1509,154000
1510,137000
1511,124900
1512,135000
1513,90000
1514,150000
1515,143000
1516,187000
1517,116500
1518,136500
1519,280000
1520,157900
1521,136500
1522,153000
1523,100000
1524,121600
1525,110000
1526,124500
1527,122900
1528,140000
1529,140000
1530,159000
1531,137500
1532,98000
1533,60000
1534,188700
1535,147000
1536,135500
1537,60000
1538,145000
1539,108000
1540,130000
1541,107000
1542,147000
1543,121600
1544,58500
1545,113000
1546,55993
1547,105000
1548,121600
1549,122900
1550,145000
1551,119000
1552,153900
1553,91500
1554,78000
1555,170000
1556,138887
1557,125000
1558,105000
1559,135000
1560,87000
1561,136500
1562,109900
1563,124500
1564,217500
1565,154000
1566,287000
1567,80000
1568,211000
1569,95000
1570,87000
1571,132000
1572,109000
1573,239686
1574,90000
1575,143000
1576,168000
1577,198900
1578,73000
1579,134900
1580,191000
1581,130000
1582,129000
1583,395192
1584,222000
1585,131500
1586,52000
1587,116000
1588,124900
1589,116000
1590,171000
1591,103200
1592,127500
1593,76000
1594,80500
1595,130000
1596,190000
1597,117500
1598,168500
1599,268000
1600,151000
1601,60000
1602,115000
1603,106000
1604,307000
1605,267000
1606,160000
1607,179200
1608,182000
1609,250580
1610,167500
1611,154000
1612,145000
1613,145000
1614,117000
1615,79000
1616,79000
1617,83500
1618,130000
1619,131000
1620,189000
1621,124000
1622,127000
1623,205000
1624,175000
1625,110000
1626,175500
1627,231500
1628,230000
1629,168500
1630,501837
1631,176500
1632,236500
1633,180000
1634,183200
1635,185000
1636,185000
1637,122500
1638,190000
1639,155000
1640,187500
1641,187500
1642,183000
1643,267000
1644,162900
1645,121500
1646,200000
1647,174000
1648,155000
1649,137000
1650,120500
1651,120500
1652,83000
1653,94500
1654,146000
1655,143750
1656,148500
1657,146000
1658,146000
1659,184000
1660,146000
1661,345000
1662,198900
1663,402861
1664,501837
1665,295493
1666,318000
1667,264561
1668,315500
1669,315500
1670,426000
1671,220000
1672,501837
1673,309000
1674,227000
1675,185850
1676,207500
1677,203000
1678,501837
1679,319000
1680,318061
1681,264132
1682,337500
1683,171750
1684,155835
1685,163990
1686,160200
1687,170000
1688,222500
1689,219500
1690,184000
1691,183200
1692,227000
1693,162000
1694,244000
1695,170000
1696,255000
1697,170000
1698,205000
1699,224900
1700,186500
1701,290000
1702,318000
1703,250000
1704,297000
1705,202500
1706,325000
1707,250580
1708,179600
1709,174000
1710,174000
1711,219210
1712,232000
1713,220000
1714,230000
1715,216000
1716,142500
1717,142500
1718,84500
1719,183500
1720,210000
1721,142500
1722,76500
1723,155000
1724,233170
1725,236000
1726,162900
1727,179200
1728,118964
1729,152000
1730,112000
1731,126500
1732,134900
1733,136500
1734,140000
1735,132500
1736,110000
1737,423000
1738,214900
1739,295000
1740,264132
1741,158000
1742,168500
1743,214900
1744,287000
1745,142000
1746,197000
1747,145000
1748,159000
1749,135000
1750,138500
1751,201800
1752,62383
1753,167000
1754,200000
1755,135000
1756,107000
1757,125000
1758,62383
1759,139000
1760,158000
1761,168000
1762,127000
1763,139950
1764,135500
1765,124900
1766,228950
1767,121500
1768,135000
1769,153000
1770,141000
1771,100000
1772,60000
1773,141000
1774,101800
1775,128900
1776,55993
1777,119000
1778,134500
1779,72500
1780,178000
1781,125000
1782,125000
1783,157500
1784,79000
1785,124000
1786,122500
1787,148000
1788,60000
1789,68400
1790,37900
1791,158000
1792,148000
1793,125000
1794,144000
1795,145250
1796,83000
1797,114500
1798,106500
1799,110000
1800,100000
1801,135000
1802,120500
1803,94500
1804,124900
1805,142000
1806,128000
1807,125000
1808,73000
1809,127500
1810,104900
1811,130000
1812,130000
1813,121600
1814,67000
1815,60000
1816,75000
1817,87000
1818,140000
1819,124000
1820,174000
1821,128000
1822,81000
1823,52000
1824,128000
1825,116000
1826,83000
1827,110000
1828,127000
1829,265979
1830,145000
1831,135000
1832,102000
1833,103600
1834,107400
1835,130000
1836,125000
1837,128950
1838,106000
1839,108000
1840,179000
1841,179000
1842,119500
1843,148000
1844,85000
1845,135000
1846,140000
1847,79900
1848,60000
1849,84000
1850,128900
1851,105000
1852,132000
1853,135000
1854,194500
1855,124000
1856,194500
1857,104900
1858,169000
1859,118858
1860,165500
1861,118858
1862,235000
1863,235000
1864,235000
1865,424870
1866,426000
1867,315500
1868,182000
1869,194500
1870,235128
1871,239799
1872,155835
1873,151400
1874,152000
1875,204000
1876,173000
1877,328000
1878,213000
1879,125500
1880,122000
1881,328000
1882,222500
1883,197900
1884,189000
1885,328900
1886,328900
1887,179900
1888,293077
1889,156932
1890,102776
1891,140000
1892,141000
1893,125000
1894,136500
1895,139000
1896,110000
1897,119000
1898,154900
1899,207000
1900,189950
1901,119000
1902,136500
1903,244400
1904,60000
1905,185750
1906,127000
1907,105500
1908,124000
1909,124000
1910,124000
1911,149500
1912,135000
1913,200000
1914,79000
1915,392500
1916,60000
1917,185500
1918,125000
1919,134000
1920,193000
1921,395192
1922,227680
1923,128000
1924,175000
1925,172400
1926,395192
1927,109900
1928,179900
1929,120500
1930,84500
1931,132500
1932,81000
1933,88000
1934,181000
1935,185000
1936,192000
1937,199900
1938,167000
1939,123500
1940,180500
1941,169000
1942,185000
1943,180000
1944,309000
1945,394617
1946,124000
1947,200000
1948,87000
1949,175000
1950,207500
1951,180000
1952,190000
1953,205000
1954,205000
1955,154000
1956,168000
1957,185750
1958,290000
1959,115000
1960,130000
1961,135000
1962,83000
1963,83000
1964,113000
1965,140000
1966,140000
1967,318000
1968,394617
1969,394617
1970,394617
1971,168000
1972,326000
1973,164700
1974,237000
1975,501837
1976,402000
1977,336000
1978,317000
1979,446261
1980,202500
1981,315500
1982,254000
1983,202500
1984,175500
1985,246578
1986,246578
1987,182000
1988,178000
1989,162000
1990,222500
1991,203000
1992,205000
